Generation,Inclinations,RAANs,Fitness1_crt,Fitness2_cdt
14,"[25.80388866284577, 70.7645155739383, 21.273509998868718]","[275.31067229014, 128.06840404808406, 315.86694043472164]",45450.0,-8390.0
15,"[62.79262460441508, 33.288050962652015, 63.196098194487746]","[344.6233389008154, 3.4912455292497797, 356.5293769016652]",40760.0,-4110.0
15,"[62.79262460441508, 33.199289835960265, 63.196098194487746]","[344.6233389008154, 3.6831737152293154, 356.5293769016652]",40810.0,-4060.0
15,"[62.79262460441508, 34.678815492605764, 63.196098194487746]","[344.6233389008154, 2.696801208887993, 356.5293769016652]",40820.0,-4050.0
15,"[62.79262460441508, 34.678815492605764, 63.196098194487746]","[344.6233389008154, 2.696801208887993, 356.5293769016652]",40820.0,-4050.0
15,"[62.79262460441508, 34.678815492605764, 63.196098194487746]","[344.6233389008154, 2.696801208887993, 356.5293769016652]",40820.0,-4050.0
15,"[27.128648513201963, 70.91612326800927, 22.323693513707997]","[275.3982856409322, 127.9299859372331, 316.5703131707561]",42010.0,-7610.0
15,"[63.412965434544745, 33.58680564230011, 66.51238331297719]","[346.98306775562753, 0.0, 357.95132751421966]",42180.0,-4150.0
15,"[63.412965434544745, 33.58680564230011, 66.51238331297719]","[346.98306775562753, 0.0, 357.95132751421966]",42180.0,-4150.0
15,"[27.128648513201963, 70.91612326800927, 22.628113137747285]","[275.3982856409322, 127.9299859372331, 317.9530515955507]",42200.0,-7420.0
15,"[27.128648513201963, 70.91612326800927, 22.628113137747285]","[275.3982856409322, 127.9299859372331, 317.9530515955507]",42200.0,-7420.0
16,"[62.79262460441508, 33.288050962652015, 63.196098194487746]","[344.6233389008154, 3.4912455292497797, 356.5293769016652]",40760.0,-4110.0
16,"[62.79262460441508, 33.288050962652015, 63.196098194487746]","[344.6233389008154, 3.4912455292497797, 356.5293769016652]",40760.0,-4110.0
16,"[62.79262460441508, 33.199289835960265, 63.153029670953075]","[344.6233389008154, 3.6831737152293154, 356.37136765605294]",40810.0,-4060.0
16,"[62.79262460441508, 33.199289835960265, 63.196098194487746]","[344.6233389008154, 3.6831737152293154, 356.5293769016652]",40810.0,-4060.0
16,"[62.79262460441508, 34.678815492605764, 63.196098194487746]","[344.6233389008154, 2.696801208887993, 356.5293769016652]",40820.0,-4050.0
16,"[62.79262460441508, 34.678815492605764, 63.196098194487746]","[344.6233389008154, 2.696801208887993, 356.5293769016652]",40820.0,-4050.0
16,"[62.79262460441508, 34.678815492605764, 63.196098194487746]","[344.6233389008154, 2.696801208887993, 356.5293769016652]",40820.0,-4050.0
16,"[62.79262460441508, 34.678815492605764, 63.196098194487746]","[344.6233389008154, 2.696801208887993, 356.5293769016652]",40820.0,-4050.0
16,"[62.79262460441508, 34.678815492605764, 63.196098194487746]","[344.6233389008154, 2.696801208887993, 356.5293769016652]",40820.0,-4050.0
16,"[26.14126075305685, 68.88276360090111, 21.273509998868718]","[275.5086781801483, 128.05448384389317, 315.86694043472164]",41280.0,-8330.0
17,"[62.79262460441508, 32.409826261446135, 63.979578206299024]","[344.6233389008154, 3.2138486127584405, 356.04811856504114]",40740.0,-4130.0
17,"[62.79262460441508, 33.288050962652015, 63.196098194487746]","[344.6233389008154, 3.4912455292497797, 356.5293769016652]",40760.0,-4110.0
17,"[62.79262460441508, 33.288050962652015, 63.196098194487746]","[344.6233389008154, 3.4912455292497797, 356.5293769016652]",40760.0,-4110.0
17,"[62.79262460441508, 33.288050962652015, 63.196098194487746]","[344.6233389008154, 3.4912455292497797, 356.5293769016652]",40760.0,-4110.0
17,"[62.79262460441508, 34.678815492605764, 63.06152942984379]","[344.6233389008154, 2.696801208887993, 355.9269237626566]",40810.0,-4060.0
17,"[62.79262460441508, 33.199289835960265, 63.196098194487746]","[344.6233389008154, 3.6831737152293154, 356.5293769016652]",40810.0,-4060.0
17,"[62.79262460441508, 33.199289835960265, 63.153029670953075]","[344.6233389008154, 3.6831737152293154, 356.37136765605294]",40810.0,-4060.0
